route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,direction_name,bikes_allowed
vilnius_nightbus_N4,507997,AN4-03-5-260901-ab-2800,"Gabijos progimnazija",0,AN4-03-5-260901-2724418,vilnius_nightbus_N4_a-b,1,"Centras–Kalvarijų–S. Stanevičiaus g.–Gabijos progimnazija",0
vilnius_nightbus_N4,507997,AN4-01-5-260901-ba-2440,"Centras",1,AN4-01-5-260901-2724416,vilnius_nightbus_N4_b-a,1,"Gabijos progimnazija–S. Stanevičiaus–Kalvarijų g.–Centras",0
vilnius_nightbus_N4,507997,AN4-02-5-260901-ba-2510,"Centras",1,AN4-02-5-260901-2724417,vilnius_nightbus_N4_b-a,1,"Gabijos progimnazija–S. Stanevičiaus–Kalvarijų g.–Centras",0
vilnius_nightbus_N4,507997,AN4-03-5-260901-ba-2540,"Centras",1,AN4-03-5-260901-2724418,vilnius_nightbus_N4_b-a,1,"Gabijos progimnazija–S. Stanevičiaus–Kalvarijų g.–Centras",0
vilnius_nightbus_N4,507997,AN4-01-5-260901-ba-2610,"Centras",1,AN4-01-5-260901-2724416,vilnius_nightbus_N4_b-a,1,"Gabijos progimnazija–S. Stanevičiaus–Kalvarijų g.–Centras",0
vilnius_nightbus_N4,507997,AN4-02-5-260901-ba-2640,"Centras",1,AN4-02-5-260901-2724417,vilnius_nightbus_N4_b-a,1,"Gabijos progimnazija–S. Stanevičiaus–Kalvarijų g.–Centras",0
vilnius_nightbus_N4,507997,AN4-03-5-260901-ba-2710,"Centras",1,AN4-03-5-260901-2724418,vilnius_nightbus_N4_b-a,1,"Gabijos progimnazija–S. Stanevičiaus–Kalvarijų g.–Centras",0
vilnius_nightbus_N4,507997,AN4-01-5-260901-bd-2740,"Autobusų parkas (Verkių g.)",1,AN4-01-5-260901-2724416,vilnius_nightbus_N4_b-d,1,"Gabijos progimnazija–S. Stanevičiaus g.–Autobusų parkas (Verkių g.)",0
vilnius_nightbus_N4,507997,AN4-02-5-260901-bd-2810,"Autobusų parkas (Verkių g.)",1,AN4-02-5-260901-2724417,vilnius_nightbus_N4_b-d,1,"Gabijos progimnazija–S. Stanevičiaus g.–Autobusų parkas (Verkių g.)",0
vilnius_nightbus_N4,507997,AN4-03-5-260901-bd-2840,"Autobusų parkas (Verkių g.)",1,AN4-03-5-260901-2724418,vilnius_nightbus_N4_b-d,1,"Gabijos progimnazija–S. Stanevičiaus g.–Autobusų parkas (Verkių g.)",0
vilnius_nightbus_N4,507997,AN4-01-5-260901-da-2330,"Centras",1,AN4-01-5-260901-2724416,vilnius_nightbus_N4_d-a,1,"Autobusų parkas (Verkių g.)–Ulonų–Kalvarijų g.–Centras",0
vilnius_nightbus_N4,507997,AN4-02-5-260901-da-2400,"Centras",1,AN4-02-5-260901-2724417,vilnius_nightbus_N4_d-a,1,"Autobusų parkas (Verkių g.)–Ulonų–Kalvarijų g.–Centras",0
vilnius_nightbus_N4,507997,AN4-03-5-260901-da-2430,"Centras",1,AN4-03-5-260901-2724418,vilnius_nightbus_N4_d-a,1,"Autobusų parkas (Verkių g.)–Ulonų–Kalvarijų g.–Centras",0
vilnius_nightbus_N5,503709,AN5-01-5-260731-ab-2400,"Naujoji Vilnia (Apylanka)",0,AN5-01-5-260731-2702913,vilnius_nightbus_N5_a-b,1,"Centras–Markučiai–Pavilnys–Naujoji Vilnia (Apylanka)",0
vilnius_nightbus_N5,503709,AN5-02-5-260731-ab-2430,"Naujoji Vilnia (Apylanka)",0,AN5-02-5-260731-2702914,vilnius_nightbus_N5_a-b,1,"Centras–Markučiai–Pavilnys–Naujoji Vilnia (Apylanka)",0
vilnius_nightbus_N5,503709,AN5-03-5-260731-ab-2500,"Naujoji Vilnia (Apylanka)",0,AN5-03-5-260731-2702915,vilnius_nightbus_N5_a-b,1,"Centras–Markučiai–Pavilnys–Naujoji Vilnia (Apylanka)",0
vilnius_nightbus_N5,503709,AN5-01-5-260731-ab-2530,"Naujoji Vilnia (Apylanka)",0,AN5-01-5-260731-2702913,vilnius_nightbus_N5_a-b,1,"Centras–Markučiai–Pavilnys–Naujoji Vilnia (Apylanka)",0
vilnius_nightbus_N5,503709,AN5-02-5-260731-ab-2600,"Naujoji Vilnia (Apylanka)",0,AN5-02-5-260731-2702914,vilnius_nightbus_N5_a-b,1,"Centras–Markučiai–Pavilnys–Naujoji Vilnia (Apylanka)",0
